name,rating,position,ver,ps_price,skills,weak_foot,work_rate,pac,sho,pas,dri,def,phy,hei,popularity,base_stats,in_game_stats,wei,ps
Christian Mathenia,75,GK,Normal,350,1,1,M  M,76,70,64,79,46,74,189,5,409,862,90,350
Jason,75,RM,Normal,0,3,4,M  L,77,73,71,76,45,64,178,-1,406,1939,65,0
Kenedy,75,LM,Normal,0,4,2,H  H,76,67,71,78,57,61,182,-4,410,1949,77,0
Jemerson,75,CB,Normal,450,2,2,M  M,65,35,50,59,76,75,184,14,360,1677,77,450
Seko Fofana,75,CM,Normal,350,3,4,H  H,72,67,69,76,68,75,184,-4,427,1986,77,350
Arijan Ademi,75,CDM,Normal,350,3,3,H  H,61,60,64,66,73,80,185,18,404,1852,79,350
Sandro,75,ST,Normal,400,3,4,H  M,68,76,65,78,30,64,175,-4,381,1873,71,400
Alexis Martin Arias,75,GK,Normal,450,1,3,M  M,81,68,76,77,54,73,185,1,429,903,79,450
Zaldua,75,RB,Normal,500,2,3,M  M,65,34,63,62,77,64,176,6,365,1725,70,500
Alberto Grassi,75,CM,Normal,350,2,3,M  M,67,63,73,74,67,64,183,5,408,1945,75,350
Gennaro Tutino,75,CF,Normal,3.7K,3,3,H  M,77,75,71,75,35,66,177,5,399,1913,76,3700
Demarai Gray,75,LW,Normal,400,4,3,H  M,88,67,67,80,37,55,180,18,394,1802,74,400
Erick Gutierrez,75,CM,Normal,350,4,2,H  M,75,71,74,74,64,66,177,15,424,2001,69,350
Lovre Kalinic,75,GK,Normal,800,1,2,M  M,80,74,43,78,34,75,201,19,384,787,99,800
Carlos Fernandez,75,ST,Normal,400,3,3,M  M,67,76,58,75,27,69,186,10,372,1732,72,400
Nikola Vukcevic,75,CDM,Normal,400,3,3,M  H,55,51,66,68,75,77,184,0,392,1914,76,400
German Conti,75,CB,Normal,3.6K,2,2,L  M,66,38,53,49,76,74,194,0,356,1633,80,3600
Miloš Veljkovic,75,CB,Normal,450,2,3,M  M,63,31,57,60,75,72,184,4,358,1676,77,450
Joe Lolley,75,RM,Normal,400,4,3,H  M,84,67,69,78,49,56,178,17,403,1909,72,400
Andrea Conti,75,RM,Normal,500,3,2,H  H,75,59,70,75,73,66,184,14,418,1971,76,500
Danilo,75,CM,Normal,400,3,3,M  M,67,66,71,73,74,75,183,2,426,2081,76,400
Alexander Nubel,75,GK,Normal,500,1,5,M  M,75,69,77,81,48,74,193,0,424,854,86,500
Kalvin Phillips,75,CDM,Normal,650,3,3,M  H,67,66,69,69,72,83,178,43,426,2023,,650
Jarrod Bowen,75,RM,Normal,900,4,3,M  M,79,72,67,77,43,64,175,24,402,1911,70,900
Marius Wolf,75,RB,Normal,0,3,4,H  M,81,70,73,75,68,77,188,1,444,2065,81,0
Junling Yan,75,GK,Normal,450,1,3,M  M,73,71,70,79,49,75,191,12,417,946,83,450
Mason Holgate,75,RB,Normal,650,3,3,M  M,70,42,66,66,76,71,184,13,391,1814,75,650
Percy Tau,75,RW,Normal,400,4,4,M  L,79,73,69,79,36,44,168,4,380,1862,65,400
Vincent Koziello,75,CM,Normal,2.7K,4,4,M  H,74,64,73,76,66,53,168,9,406,2013,58,2700
Emiliano Velazquez,75,CB,Normal,400,2,3,H  M,51,47,49,57,76,76,185,5,356,1616,79,400
Anuar Mohamed Tuhami,75,CDM,Normal,1.8K,3,3,H  H,74,62,69,72,73,73,172,3,423,1999,63,1800
Moussa Niakhate,75,CB,Normal,850,2,3,M  M,72,39,59,64,74,79,190,13,387,1755,82,850
Vincent Janssen,75,ST,Normal,350,3,4,H  L,61,76,57,69,32,70,184,-1,365,1752,79,350
Jakub Jankto,75,CM,Normal,350,4,3,H  H,77,70,73,76,67,64,180,7,427,2018,74,350
Sada Thioub,75,RM,Normal,450,3,4,M  M,81,72,69,76,30,67,179,12,395,1821,,450
Cristian Borja,75,LB,Normal,600,3,2,M  M,86,49,65,69,71,71,180,5,411,1862,72,600
Melero,75,CDM,Normal,400,3,3,M  M,61,73,71,70,73,71,183,9,419,2038,77,400
Gaston Gimenez,75,CM,Normal,650,4,3,M  M,62,62,75,76,66,81,188,0,422,1974,83,650
Benjamin Henrichs,75,RB,Normal,550,4,4,H  M,76,53,70,77,72,68,183,-13,416,1956,79,550
Oussama Idrissi,75,LW,Normal,350,4,2,H  M,83,70,70,79,29,67,183,9,398,1838,78,350
Michel Vlap,75,CAM,Normal,400,3,4,H  M,73,77,70,73,47,69,191,21,409,1946,81,400
Marko Pjaca,75,LW,Normal,1.1K,3,4,H  M,77,67,74,83,41,67,186,2,409,1948,83,1100
Tom Davies,75,CM,Normal,500,3,3,H  M,66,62,73,75,65,69,185,12,410,1937,70,500
Suat Serdar,75,CM,Normal,500,3,3,M  M,68,62,69,75,71,78,184,29,423,1961,75,500
Amadou Diawara,75,CM,Normal,350,3,3,M  H,64,54,73,77,72,73,184,1,413,1932,74,350
Renato Sanches,75,CM,Normal,750,4,4,H  H,76,72,69,77,70,82,176,121,446,2123,70,750
Filip Krovinovic,75,CAM,Normal,350,4,4,M  M,67,69,73,77,60,62,177,13,408,1969,70,350
Jhon Lucumi,75,CB,Normal,450,2,3,M  H,70,28,54,60,74,76,185,3,362,1649,78,450
Gonzalo Montiel,75,RB,Normal,700,3,3,H  M,84,49,64,69,72,80,175,2,418,1934,70,700
Joris Gnagnon,75,CB,Normal,450,2,2,M  M,62,33,46,59,73,78,182,4,351,1593,,450
Felix Uduokhai,75,CB,Normal,500,2,3,M  M,66,39,53,60,75,71,192,18,364,1670,78,500
Bernardo,75,LB,Normal,750,3,3,M  M,70,49,62,67,76,72,186,2,396,1868,76,750
Dean Henderson,75,GK,Normal,400,1,2,M  M,75,71,72,76,50,73,190,30,417,870,85,400
Ionut Andrei Radu,75,GK,Normal,700,1,2,M  M,79,69,72,80,40,74,188,22,414,823,78,700
Luiz Araujo,75,LM,Normal,450,3,2,H  M,89,63,68,79,38,52,175,4,389,1852,70,450
Diogo Dalot,75,RB,Normal,650,3,3,H  M,80,60,71,77,70,77,183,29,435,2029,76,650
Harvey Barnes,75,LW,Normal,400,3,4,H  M,78,69,71,76,45,57,174,17,396,1847,66,400
Panagiotis Retsos,75,CB,Normal,1.8K,2,3,M  H,68,35,59,57,75,71,186,15,365,1680,81,1800
Dylan Bronn,75,CB,Normal,850,3,3,H  M,66,63,67,65,75,76,184,-3,412,1958,75,850
Fran Beltran,75,CDM,Normal,400,3,3,M  M,68,53,72,74,75,65,170,5,407,1936,66,400
Darko Brašanac,75,CM,Normal,400,3,3,M  H,52,68,71,71,71,73,178,0,406,1977,73,400
Erick Cabaco,75,CB,Normal,800,2,3,L  H,61,41,48,55,75,77,186,6,357,1653,75,800
Matteo Guendouzi,75,CM,Normal,400,3,3,M  H,71,62,73,73,69,74,185,121,422,1995,68,400
Boubacar Kamara,75,CB,Normal,450,3,3,M  M,70,35,67,70,75,74,178,19,391,1842,68,450
Juan Camilo Hernandez,75,ST,Normal,650,3,4,H  M,86,75,62,71,38,71,176,3,403,1897,,650
Nicolas Dominguez,75,CM,Normal,400,3,4,H  H,79,63,70,73,70,78,179,22,433,2011,73,400
Krepin Diatta,75,LW,Normal,800,3,4,H  M,93,67,66,78,47,63,175,6,414,1947,69,800
Emmanuel Dennis,75,RW,Normal,700,4,3,M  L,92,71,62,79,39,67,175,74,410,1901,66,700
Cucurella,75,LM,Normal,750,3,3,H  M,83,60,71,76,65,72,172,-83,427,1975,69,750
Vasilios Barkas,75,GK,Normal,350,1,2,M  M,71,75,74,75,35,77,195,3,407,858,91,350
Kunde Malong,75,CDM,Normal,450,3,4,M  M,75,68,71,71,69,81,180,25,435,2001,,450
Marcelo Saracchi,75,LB,Normal,1.7K,3,3,H  M,77,65,72,74,72,72,172,10,432,2036,69,1700
Sandro Tonali,75,CDM,Normal,350,3,4,M  H,78,65,75,75,71,76,181,100,440,2075,79,350
Ferran Torres,75,RM,Normal,500,3,4,H  M,78,69,69,76,32,57,180,9,381,1777,72,500
Martin,75,RB,Normal,500,3,3,H  M,70,35,63,69,74,65,178,0,376,1742,69,500
Tiago Magalhães de Sa,75,GK,Normal,350,1,3,M  M,75,73,71,76,44,73,185,-4,412,875,78,350
Luis Milla Manzanares,75,CDM,Normal,500,3,3,H  H,71,60,72,73,69,72,175,11,417,2020,67,500
Lukaš Masopust,75,RM,Normal,350,3,4,H  H,86,68,68,75,58,75,179,-1,430,2000,76,350
Lukas Rupp,75,CM,Normal,1K,3,3,M  M,65,67,75,77,66,63,178,4,413,1994,73,1000
Scott Brown,75,CDM,Normal,350,2,3,M  H,63,52,65,71,72,81,175,-2,404,1922,,350
Gökhan Gönul,75,RB,Normal,400,3,3,H  M,77,63,72,76,73,70,175,0,431,2063,75,400
Thomas Kraft,75,GK,Normal,400,1,4,M  M,79,74,60,83,47,65,187,9,408,890,85,400
Sebastian Langkamp,75,CB,Normal,500,2,3,M  M,52,29,48,44,77,73,191,1,323,1498,85,500
Viktor Vasin,75,CB,Normal,400,2,3,M  M,67,41,58,46,75,78,192,0,365,1756,83,400
Daniel Brosinski,75,RB,Normal,500,3,3,H  M,76,60,72,73,72,69,178,2,422,2076,70,500
Philipp Bargfrede,75,CDM,Normal,350,3,3,M  M,66,58,68,70,75,72,174,9,409,1982,71,350
Caio Canedo Corrêa,75,ST,Normal,750,3,4,H  M,82,75,66,77,29,66,178,18,395,1899,68,750
Nampalys Mendy,75,CDM,Normal,400,3,3,L  H,69,55,70,74,73,71,167,16,412,1980,73,400
Yevhen Konoplyanka,75,LM,Normal,0,4,3,M  M,81,72,72,78,31,62,178,-3,396,1904,78,0
Timmy Chandler,75,RB,Normal,400,2,3,H  H,72,61,69,69,75,79,186,18,425,1977,84,400
Terence Kongolo,75,CB,Normal,900,2,4,M  M,71,43,63,68,75,75,188,22,395,1867,70,900
Eric Botteghin,75,CB,Normal,400,2,2,L  H,33,35,45,52,75,82,192,16,322,1511,,400
Tom Rogic,75,CAM,Normal,350,4,4,M  M,68,73,70,79,49,66,189,11,405,1922,88,350
eder Balanta,75,CDM,Normal,0,2,2,M  H,71,40,60,66,74,85,181,2,396,1798,84,0
Alireza Jahanbakhsh,75,RW,Normal,450,4,4,M  M,79,73,69,79,42,70,180,108,412,1951,78,450
Moses Simon,75,LM,Normal,650,4,5,M  M,92,70,64,80,36,63,168,73,405,1896,69,650
Serhiy Sydorchuk,75,CDM,Normal,350,3,3,H  H,66,59,66,69,71,72,189,0,403,1826,80,350
Andres Felipe Roa,75,CAM,Normal,650,4,3,H  M,81,64,75,79,54,61,175,19,414,1946,69,650
Ömer Ali Sahiner,75,RM,Normal,350,3,3,H  M,81,65,73,77,63,67,175,1,426,2062,70,350
Marcelo Barovero,75,GK,Normal,350,1,3,M  M,74,70,64,78,35,78,182,13,399,890,74,350
Mario Suarez,75,CM,Normal,450,3,4,M  H,45,68,72,70,65,77,188,1,397,1910,80,450
Borja Garcia,75,LM,Normal,600,3,3,H  M,79,70,73,75,58,65,175,7,420,1975,72,600
Johan Mojica,75,LWB,Normal,650,3,2,H  L,90,65,72,74,69,72,185,-20,442,2043,73,650
Granell,75,CM,Normal,500,3,4,M  M,61,72,77,71,65,67,175,5,413,2030,70,500
Lucas Andersen,75,CAM,Normal,650,4,3,H  M,81,68,70,77,33,58,185,5,387,1818,73,650
Fede Vico,75,CAM,Normal,400,4,3,M  M,75,66,74,77,49,52,167,20,393,1890,64,400
Sebastian Palacios,75,RM,Normal,650,3,3,H  L,89,70,65,78,36,65,170,0,403,1881,69,650
Takumi Minamino,75,CAM,Normal,800,3,4,M  M,89,72,67,79,41,65,174,160,413,1935,67,800
Yves Bissouma,75,CM,Normal,400,4,3,H  M,74,65,72,76,73,70,182,20,430,2022,80,400
Florin Nita,75,GK,Normal,350,1,2,M  M,75,73,69,76,27,77,184,1,397,767,76,350
Bruno Tabata,75,RW,Normal,400,4,3,M  L,81,67,71,79,40,60,178,4,398,1923,67,400
Claudio Falcão,75,CDM,Normal,350,3,3,H  H,66,65,69,71,72,76,185,0,419,2013,75,350
Manuel Vallejo Galvan,75,ST,Normal,400,3,3,M  M,77,76,68,76,40,62,167,16,399,1914,72,400
Andy Carroll,75,ST,Normal,400,2,3,M  H,44,77,61,67,44,80,193,27,373,1830,79,400
Leonardo Rodrigues Pereira,75,LM,Normal,400,4,4,H  M,78,71,76,73,24,69,173,8,391,1879,79,400
Majeed Waris,75,RM,Normal,800,3,4,M  M,92,72,65,77,39,67,172,22,412,1935,71,800
Yuriy Lodygin,75,GK,Normal,700,1,2,M  M,78,72,73,82,45,69,187,5,419,856,82,700
Ivanildo Jorge Mendes Fernandes,75,CB,Normal,950,2,4,M  M,62,28,48,50,74,81,193,-3,343,1534,85,950
Jonatan Soriano,75,ST,Normal,650,4,3,M  L,58,78,73,77,32,66,180,-22,384,1932,72,650
Martin Harnik,75,ST,,350,3,4,H  M,72,74,68,72,46,76,186,20,408,1978,80,350
Stefano Okaka,75,ST,,350,2,3,H  H,64,72,59,70,30,82,186,5,377,1749,,350
Matteo Darmian,75,LB,,550,3,5,L  H,69,58,66,74,77,67,182,4,411,1960,70,550
Yannick Bolasie,75,LW,Normal,650,5,4,M  L,81,69,69,79,34,75,188,35,407,1908,84,650
Maxime Gonalons,75,CDM,,400,3,4,L  M,52,61,68,69,75,75,187,8,400,1964,76,400
Giannelli Imbula,75,CM,,350,4,2,M  L,68,60,71,78,60,75,186,-1,412,1902,77,350
Yevhen Konoplyanka,75,LM,,350,4,3,M  M,81,72,72,78,31,62,178,18,396,1916,78,350
Abdoulay Diaby,75,RW,Normal,650,3,2,H  M,93,71,67,75,38,63,172,11,407,1958,71,650
Jese,75,LW,,350,4,4,M  M,80,71,72,78,25,62,178,-1,388,1836,72,350
Lucas Lima,75,LB,,700,3,1,H  M,73,57,72,72,71,71,179,-3,416,2000,,700
Lisandro Magallan,75,CB,,450,2,3,L  M,56,38,52,59,75,79,185,0,359,1682,83,450
eder Balanta,75,CDM,Normal,650,2,2,M  H,71,40,60,66,74,85,181,13,396,1778,84,650
Guido Carrillo,75,ST,,400,3,3,M  M,54,75,54,71,39,75,191,-1,368,1784,87,400
Jason,75,RM,,400,3,4,M  L,77,73,71,76,45,64,178,10,406,1949,65,400
Kenedy,75,LM,,400,4,2,H  H,76,67,71,78,57,61,182,-2,410,1957,77,400
Wesley Hoedt,75,CB,,400,2,3,M  H,54,46,59,57,75,74,188,4,365,1695,77,400
Marius Wolf,75,RB,,500,3,4,H  M,81,70,73,75,68,77,188,13,444,2062,81,500
Adam Ounas,75,LM,,450,4,4,M  L,85,69,70,79,44,55,172,14,402,1904,65,450
Takumi Minamino,75,RM,Normal,800,3,4,M  M,89,72,67,79,41,65,174,267,413,1935,67,800
Marcelo Saracchi,75,LB,Normal,450,3,3,H  M,77,65,72,74,72,72,172,15,432,2036,69,450
Valon Behrami,75,CDM,Normal,350,3,3,M  H,62,64,71,71,74,74,185,4,416,2043,82,350
Mattia Destro,75,ST,Normal,350,4,3,M  L,70,72,59,74,29,62,182,7,366,1775,80,350
Aleksandar Katai,75,RM,Normal,350,4,4,M  L,66,75,73,77,43,67,182,6,401,1944,70,350
Emre Çolak,75,CAM,Normal,350,4,3,M  M,67,69,76,77,43,49,169,14,381,1897,67,350
Dylan Bronn,75,CB,Normal,400,3,3,H  M,66,63,67,65,75,76,184,7,412,1958,75,400
Jose Juan Vazquez,75,CDM,Normal,350,2,3,M  H,74,53,68,67,74,70,166,2,406,1962,64,350
German Conti,75,CB,Normal,400,2,2,L  M,66,38,53,49,76,74,194,4,356,1633,80,400
Darren Randolph,75,GK,Normal,450,1,3,M  M,76,72,67,76,42,73,188,3,406,869,78,450
Sebastian Cristoforo,75,CDM,Normal,400,3,3,M  M,57,58,67,69,72,69,175,0,392,1901,68,400
Guillermo Fernandez,75,CAM,Normal,450,3,3,H  H,72,70,74,75,65,70,178,5,426,2017,75,450
Remi Oudin,75,RM,Normal,450,3,3,M  H,76,73,72,74,32,68,185,3,395,1896,79,450
Leandro Fernandez,75,ST,Normal,350,3,4,H  M,81,75,65,73,36,72,178,1,402,1902,70,350
Majeed Waris,75,RM,Normal,650,3,4,M  M,92,72,65,77,39,67,172,16,412,1935,71,650
Lovre Kalinic,75,GK,Normal,650,1,2,M  M,80,74,43,78,34,75,201,8,384,787,99,650
Jasmin Kurtic,75,CM,Normal,350,3,3,H  M,61,69,73,71,71,78,186,1,423,2055,88,350
Lukas Rupp,75,CM,Normal,450,3,3,M  M,65,67,75,77,66,63,178,3,413,1994,73,450
Terence Kongolo,75,CB,Normal,400,2,4,M  M,71,43,63,68,75,75,188,13,395,1867,70,400
Louis Schaub,75,CAM,Normal,350,3,3,H  M,74,66,71,81,38,66,177,14,396,1873,70,350
Robert Beric,75,ST,Normal,400,3,3,M  M,57,76,65,68,38,72,188,5,376,1819,83,400
Leandro Gonzalez Pirez,75,CB,Normal,450,2,3,H  H,72,48,62,66,73,78,185,3,399,1871,80,450
Gennaro Tutino,75,ST,Normal,600,3,3,H  M,77,75,71,75,35,66,177,5,399,1913,76,600
Jorge Valdivia,75,CAM,Normal,350,4,4,M  M,59,65,76,76,40,62,173,1,378,1842,71,350
Anuar Mohamed Tuhami,75,CDM,Normal,350,3,3,H  H,74,62,69,72,73,73,172,6,423,1999,63,350
Ivanildo Jorge Mendes Fernandes,75,CB,Normal,400,2,4,M  M,62,28,48,50,74,81,193,-1,343,1534,85,400
Laszlo Benes,75,CAM,Normal,500,3,3,M  M,65,69,77,74,42,60,181,18,387,1886,72,500
Emerson Leite De Souza,75,RB,Normal,550,3,3,H  M,84,62,68,72,71,77,181,10,434,2005,79,550
Boubakary Soumare,75,CDM,Normal,650,3,3,M  M,73,56,70,76,70,76,188,14,421,1950,82,650
Rui Silva,75,GK,Normal,400,1,3,M  M,78,71,68,79,31,73,191,4,400,-,91,400
Yoann Court,75,RM,Normal,650,4,2,H  M,69,69,76,75,40,66,172,-1,395,1883,70,650
Mohammed Salisu,75,CB,Normal,450,2,3,M  H,70,36,52,56,77,82,191,17,373,1674,,450
Jacob Bruun Larsen,75,LM,Normal,350,3,4,M  M,85,70,68,75,57,73,183,8,428,1972,75,350
Jarrod Bowen,75,RM,Normal,450,4,3,M  M,79,72,67,77,43,64,175,9,402,1911,70,450
Valentino Lazaro,75,RWB,Normal,800,4,3,H  M,84,70,76,80,69,67,180,11,446,2106,76,800
Erick Cabaco,75,CB,Normal,400,2,3,L  H,61,41,48,55,75,77,186,-5,357,1653,75,400
Adrien Tamèze,75,CM,Normal,400,3,3,M  M,68,59,66,74,73,73,180,2,413,1932,78,400
Michael Krmencik,75,ST,Normal,350,3,4,H  M,76,72,58,70,27,76,190,4,379,1750,92,350
Alberto Paloschi,75,ST,Normal,350,3,4,H  L,69,69,58,73,28,75,182,0,372,1822,80,350
Roger Assale,75,ST,Normal,650,3,3,H  M,91,73,68,81,29,51,167,3,393,1848,67,650
Christian Kouame,75,ST,Normal,650,3,4,H  M,84,71,61,75,40,70,185,8,401,1843,70,650
Alfred Duncan,75,CM,Normal,350,3,3,M  H,71,63,73,73,76,76,178,3,432,2062,,350
Borja Baston,75,ST,Normal,450,3,4,M  L,51,77,61,67,41,76,186,7,373,1776,83,450
Maya Yoshida,75,CB,Normal,450,2,4,M  H,55,41,51,63,76,72,189,7,358,1721,78,450
Marko Pjaca,75,LW,Normal,350,3,4,H  M,77,67,74,83,41,67,186,4,409,1948,83,350
Ionut Andrei Radu,75,GK,Normal,350,1,2,M  M,79,69,72,80,40,74,188,5,414,823,78,350
Valentin Eysseric,75,LW,Normal,350,3,4,M  M,69,72,78,76,43,63,181,-1,401,1926,73,350
Manuel da Costa,75,CB,Normal,400,2,3,M  H,55,45,51,52,75,80,191,1,358,1650,84,400
Guilherme,75,RM,Normal,750,4,3,H  L,91,66,69,77,51,65,174,8,419,1978,,750
Panagiotis Retsos,75,CB,Normal,500,2,3,M  H,68,35,59,57,75,71,186,5,365,1680,81,500
Valon Berisha,75,LM,Normal,700,4,4,H  M,79,70,71,77,57,77,176,22,431,2052,70,700
Jonas Lössl,75,GK,Normal,350,1,2,M  M,74,76,67,77,31,74,195,1,399,809,88,350
Daniel Torres,75,CDM,Normal,350,3,3,M  H,53,61,68,69,72,79,183,-1,402,1951,81,350
Sebastian Palacios,75,RM,Normal,500,3,3,H  L,89,70,65,78,36,65,170,2,403,1881,69,500
Nicolas Blandi,75,ST,Normal,400,3,4,H  M,61,76,59,70,38,67,181,3,371,1839,76,400
Matias Fernandez,75,CM,Normal,650,5,4,M  M,70,69,77,78,58,62,178,2,414,2022,72,650
Joshua Brenet,75,LB,Normal,650,3,3,H  M,87,36,62,72,71,69,181,8,397,1782,74,650
Lukas Podolski,75,RW,Normal,650,4,3,M  L,70,79,74,75,46,77,182,29,421,2027,83,650
Alexis Martin Arias,75,GK,Normal,400,1,3,M  M,81,68,76,77,54,73,185,-1,429,903,79,400
Gen Shoji,75,CB,Normal,650,2,4,H  H,80,41,53,57,75,77,182,-15,383,1732,74,650
Vincent Koziello,75,CM,Normal,350,4,4,M  H,74,64,73,76,66,53,168,0,406,2013,58,350
Lichtsteiner,75,RB,Normal,5K,3,3,H  H,60,58,70,73,75,72,182,11,408,2016,76,5000
Ghoddos,75,ST,Normal,350,4,3,H  M,81,73,68,77,44,72,177,34,415,1977,,350
Honda,75,CAM,Normal,0,4,3,M  M,71,71,75,76,50,61,182,105,404,1981,74,0
Nicolas Dominguez,75,CM,non-rare,350,3,4,H  H,79,63,70,73,70,78,179,4,433,2011,73,350
Nicolas Domingo,75,CDM,non-rare,850,3,3,L  H,51,61,67,69,74,71,174,-2,393,1930,70,850
Hector Villalba,75,RM,Rare,800,4,4,H  M,92,74,64,79,45,63,172,4,417,1953,75,800
Maximiliano Rodriguez,74,LM,Normal,1.2K,4,4,M  L,67,75,75,75,44,66,180,15,402,1960,79,1200
Alfredo Talavera,74,GK,Normal,350,1,4,M  M,79,70,70,77,58,70,188,3,424,1014,82,350
Ibrahim Afellay,74,CAM,Normal,650,4,4,M  L,68,69,75,77,54,57,180,20,400,1957,76,650
Oribe Peralta,74,ST,Normal,350,3,4,H  L,68,72,66,72,41,74,178,8,393,1923,72,350
Willem Janssen,74,CB,Normal,950,2,4,M  M,40,64,69,68,72,75,186,1,388,1940,75,950
Gökhan Inler,74,CDM,Normal,850,2,5,M  M,41,66,72,69,73,70,183,2,391,1957,80,850
Jurado,74,CAM,Normal,350,4,4,M  L,64,72,75,75,32,55,173,0,373,1839,72,350
Paul Aguilar,74,RB,Normal,700,3,3,H  H,82,63,68,69,70,75,180,6,427,2007,67,700
Pablo Mouche,74,LM,Normal,1K,3,4,H  L,77,70,70,74,27,64,177,2,382,1827,72,1000
Moussa Sow,74,ST,Normal,700,3,4,H  M,77,73,66,73,34,74,180,25,397,1931,81,700
Luca Cigarini,74,CM,Normal,700,3,4,M  M,57,66,78,73,67,61,175,0,402,1980,72,700
Mariano Andujar,74,GK,Normal,400,1,3,M  M,73,73,62,77,45,75,194,6,405,889,86,400
Baiano,74,RB,Normal,650,3,2,M  M,76,61,62,74,72,73,178,-3,418,1963,69,650
Kei Kamara,74,ST,Normal,350,3,3,M  L,73,72,61,70,35,78,188,3,389,1852,75,350
Simone Missiroli,74,CM,Normal,1K,3,3,M  M,61,65,73,71,68,63,191,1,401,1926,77,1000
Haris Medunjanin,74,CM,Normal,950,4,4,M  M,56,71,75,72,62,70,188,2,406,1967,76,950
Nicolas Bertolo,74,LM,Normal,350,3,3,H  L,65,70,74,75,38,67,179,2,389,1864,75,350
Gaëtan Bong,74,LB,Normal,1.4K,3,3,H  H,63,41,69,70,76,71,183,9,390,1827,74,1400
Kamil Grosicki,74,LM,Normal,950,3,3,M  L,83,72,71,74,38,60,180,15,398,1888,78,950
Ivo,74,CM,Normal,2K,3,3,H  H,72,65,77,73,48,66,173,8,401,1921,65,2000
Luis Robles,74,GK,Normal,800,1,3,M  M,75,71,70,77,41,73,185,5,407,905,90,800
Henri Saivet,74,CAM,Normal,850,3,4,H  H,68,70,74,75,64,64,174,5,415,2041,76,850
Aurelien Chedjou,74,CB,Normal,0,3,3,M  M,65,49,60,62,73,74,184,0,383,1817,77,0
Sergio Tejera,74,CM,Normal,2K,3,3,H  H,69,69,74,72,68,76,180,3,428,2061,75,2000
Johnny Russell,74,RW,Normal,400,3,3,H  M,78,73,70,75,48,77,178,2,421,1995,76,400
Fernando Navarro,74,RB,Normal,750,3,2,H  L,86,58,65,70,70,65,165,2,414,1966,64,750
Dentinho,74,CAM,Normal,450,4,4,M  M,77,68,67,76,48,71,176,1,407,1898,75,450
Matias Alustiza,74,ST,Normal,600,4,4,H  M,70,76,69,74,35,61,165,6,385,1900,69,600
Aatif Chahechouhe,74,LM,Normal,350,4,4,M  M,75,72,69,76,32,60,176,2,384,1832,68,350
Juanfran,74,RB,Normal,850,3,3,H  M,75,67,69,74,70,73,180,-3,428,2021,69,850
Leon Balogun,74,CB,Normal,1.4K,2,3,M  M,57,45,60,60,74,72,190,3,368,1735,88,1400
Liam Cooper,74,CB,Normal,600,2,2,M  M,51,35,54,58,74,77,188,6,349,1652,73,600
Junior Hoilett,74,LM,Normal,800,3,3,M  M,87,71,69,77,35,64,173,3,403,1920,70,800
Mehmet Ekici,74,CAM,Normal,500,3,5,H  M,65,72,75,74,54,63,180,-2,403,1986,76,500
Sandro,74,CDM,Normal,1.3K,3,3,M  M,54,69,67,68,75,72,187,3,405,1932,75,1300
Georgiy Schennikov,74,LWB,Normal,350,3,2,M  M,79,54,69,70,71,71,178,3,414,1958,75,350
Niklas Hult,74,LB,Normal,3K,3,3,H  H,84,59,71,74,68,67,173,1,423,1991,66,3000
Lamine Sane,74,CB,Normal,650,2,2,M  L,54,44,59,60,72,76,191,6,365,1700,77,650
Fabian Rinaudo,74,CDM,Normal,350,3,3,L  H,66,64,67,70,71,76,176,1,414,1978,74,350
Allan Nyom,74,RWB,Normal,1.3K,3,3,M  M,70,47,62,65,75,82,189,-12,401,1824,80,1300
Filip Ðuricic,74,CAM,Normal,2.5K,4,4,H  L,73,65,72,77,42,57,181,-2,386,1876,75,2500
Jano Ananidze,74,CAM,Normal,450,3,4,M  L,75,70,73,76,39,44,171,1,377,1880,64,450
Daniel Ayala,74,CB,Normal,700,2,3,M  M,66,41,52,65,74,78,190,5,376,1712,84,700
Florent Hanin,74,LB,Normal,2.2K,3,3,H  M,85,44,69,74,69,68,177,1,409,1883,70,2200
Bill Hamid,74,GK,Normal,450,1,3,M  M,75,70,70,76,42,73,191,7,406,855,,450
Anselmo,74,CDM,Normal,650,3,2,M  H,67,63,64,66,73,79,185,2,412,1928,82,650
Georgios Tzavellas,74,CB,Normal,650,2,3,M  M,67,62,66,62,73,77,183,0,407,1974,86,650
Bryan Dabo,74,CM,Normal,1.1K,4,3,H  H,64,67,71,73,73,78,186,9,426,2041,81,1100
Ilie Sanchez,74,CDM,Normal,700,3,3,M  H,55,47,67,71,69,76,180,3,385,1865,77,700
Anders Christiansen,74,CM,Normal,350,4,3,H  H,74,70,70,75,63,71,174,9,423,2057,75,350
Alan Patrick,74,CAM,Normal,550,4,3,M  M,75,71,73,78,53,59,178,1,409,1948,68,550
Camilo,74,ST,Normal,350,4,4,H  L,78,74,67,76,34,65,169,1,394,1914,72,350
Marafona,74,GK,Normal,450,1,2,M  M,76,73,66,74,36,75,190,4,400,870,86,450
Ladislav Krejci,74,LW,Normal,550,4,2,H  M,78,68,75,76,50,57,178,6,404,1986,70,550
Juan Sanchez Miño,74,LB,Normal,600,4,2,M  M,70,73,77,76,71,72,177,7,439,2096,78,600
Leigh Griffiths,74,ST,Normal,350,3,3,H  M,79,74,64,71,24,70,174,0,382,1865,77,350
